wavenumber_cm-1,transmittance_percent
3646,95.8404
3644,95.8625
3642,95.7485
3640,95.6235
3638,95.5382
3636,95.5963
3634,95.4049
3632,95.3421
3630,95.2809
3628,95.3362
3626,95.1922
3624,95.0708
3622,94.8704
3620,94.6842
3618,94.8747
3616,94.7862
3614,94.5617
3612,94.5507
3610,94.4853
3608,94.3959
3606,94.3102
3604,94.0471
3602,94.1846
3600,93.753
3598,93.9046
3596,93.7579
3594,93.6996
3592,93.7153
3590,93.5617
3588,93.1387
3586,92.965
3584,93.1559
3582,92.8251
3580,92.8333
3578,92.8224
3576,92.41
3574,92.2385
3572,92.4062
3570,92.2626
3568,92.1089
3566,92.023
3564,91.7941
3562,91.5936
3560,91.6321
3558,91.4112
3556,91.2054
3554,91.337
3552,91.1417
3550,91.0696
3548,90.7729
3546,90.6824
3544,90.5104
3542,90.3919
3540,90.3888
3538,90.1376
3536,90.1397
3534,90.0023
3532,90.0683
3530,89.521
3528,89.6569
3526,89.4011
3524,89.2708
3522,88.9586
3520,88.9367
3518,88.9398
3516,88.6988
3514,88.576
3512,88.3883
3510,88.4182
3508,88.133
3506,87.727
3504,87.763
3502,87.4644
3500,87.1647
3498,87.3451
3496,87.4223
3494,87.1212
3492,86.8279
3490,86.7085
3488,86.8097
3486,86.5454
3484,86.3846
3482,86.2247
3480,86.088
3478,86.0323
3476,85.8542
3474,85.6661
3472,85.3675
3470,85.4066
3468,85.1159
3466,85.1823
3464,84.7518
3462,84.7413
3460,84.6109
3458,84.3071
3456,84.5273
3454,84.3511
3452,83.9759
3450,83.9803
3448,83.7899
3446,83.2882
3444,83.49
3442,83.3113
3440,83.1882
3438,82.9092
3436,82.8673
3434,82.7402
3432,82.7671
3430,82.5285
3428,82.3525
3426,82.4026
3424,82.0194
3422,81.9074
3420,81.6054
3418,81.8822
3416,81.6813
3414,81.5486
3412,81.3931
3410,81.2018
3408,81.0915
3406,80.9139
3404,80.7997
3402,80.7122
3400,80.7702
3398,80.5402
3396,80.3529
3394,80.1784
3392,80.0615
3390,80.2215
3388,79.9833
3386,79.8257
3384,79.6731
3382,79.4804
3380,79.5063
3378,79.5219
3376,79.2748
3374,79.2015
3372,79.1111
3370,79.0618
3368,78.7706
3366,78.8488
3364,78.692
3362,78.8204
3360,78.5438
3358,78.6297
3356,78.6699
3354,78.3783
3352,78.2749
3350,78.3037
3348,78.2165
3346,78.036
3344,78.1514
3342,78.2813
3340,77.9544
3338,77.9094
3336,77.7593
3334,77.8764
3332,77.6445
3330,77.6199
3328,77.8675
3326,77.5691
3324,77.774
3322,77.7962
3320,77.6162
3318,77.6259
3316,77.7708
3314,77.4927
3312,77.4275
3310,77.3214
3308,77.4767
3306,77.6397
3304,77.5706
3302,77.3383
3300,77.3474
3298,77.3909
3296,77.4905
3294,77.4376
3292,77.4974
3290,77.5195
3288,77.4629
3286,77.5115
3284,77.5614
3282,77.5495
3280,77.6456
3278,77.8379
3276,77.7154
3274,77.6846
3272,77.5117
3270,77.7994
3268,77.5607
3266,77.6691
3264,77.9873
3262,78.0186
3260,77.9675
3258,77.8344
3256,78.0517
3254,78.0739
3252,78.2934
3250,78.5519
3248,78.3733
3246,78.3226
3244,78.3468
3242,78.554
3240,78.6152
3238,78.5763
3236,78.8088
3234,78.7392
3232,79.0955
3230,79.1764
3228,79.2681
3226,79.1721
3224,79.3839
3222,79.4016
3220,79.468
3218,79.5731
3216,79.5589
3214,79.6447
3212,80.0181
3210,80.0066
3208,80.164
3206,80.3685
3204,80.1523
3202,80.3798
3200,80.6102
3198,80.7532
3196,80.7793
3194,81.0681
3192,81.0913
3190,81.0434
3188,81.2016
3186,81.5356
3184,81.6217
3182,81.4664
3180,81.9856
3178,82.0264
3176,82.2477
3174,82.1735
3172,82.3182
3170,82.3537
3168,82.9294
3166,82.741
3164,83.0906
3162,82.9613
3160,83.1983
3158,83.1186
3156,83.4145
3154,83.7204
3152,83.5948
3150,84.0169
3148,84.0725
3146,84.0511
3144,84.2611
3142,84.4115
3140,84.6064
3138,84.6941
3136,84.8056
3134,85.0151
3132,85.0754
3130,85.1911
3128,85.4875
3126,85.7468
3124,85.605
3122,85.9367
3120,86.006
3118,86.1145
3116,86.4819
3114,86.465
3112,86.8545
3110,86.7285
3108,87.0157
3106,87.089
3104,87.1725
3102,87.48
3100,87.537
3098,87.7738
3096,87.8411
3094,87.8615
3092,88.1241
3090,88.2866
3088,88.539
3086,88.4583
3084,88.7048
3082,88.6448
3080,89.0709
3078,89.0036
3076,89.0565
3074,89.4055
3072,89.6839
3070,89.5061
3068,89.6955
3066,89.8732
3064,89.9623
3062,90.278
3060,90.2694
3058,90.4126
3056,90.7012
3054,90.6716
3052,90.9444
3050,90.9051
3048,91.0045
3046,91.057
3044,91.6268
3042,91.4903
3040,91.6823
3038,91.7724
3036,91.9175
3034,92.0253
3032,92.3683
3030,92.1335
3028,92.1891
3026,92.3712
3024,92.448
3022,92.8122
3020,92.9343
3018,92.8325
3016,92.892
3014,93.126
3012,93.4441
3010,93.0462
3008,93.554
3006,93.4667
3004,93.8245
3002,93.6729
3000,93.8694
2998,93.8231
2996,93.9856
2994,94.3669
2992,94.3957
2990,94.3444
2988,94.3823
2986,94.3524
2984,94.6241
2982,94.7581
2980,94.841
2978,94.9279
2976,94.8914
2974,95.1037
2972,95.1915
2970,95.4342
2968,95.5854
2966,95.4258
2964,95.4299
2962,95.5925
2960,95.6047
2958,95.6646
2956,95.8216
2954,95.7773
2952,96.0478
2950,96.0341
2948,96.1469
2946,96.1641
2944,96.1668
2942,96.2073
2940,96.3584
2938,96.3857
2936,96.5433
2934,96.5772
2932,96.4757
2930,96.7076
2928,96.5977
2926,96.7431
2924,96.839
2922,96.6815
2920,96.9966
2918,97.0579
2916,97.074
2914,97.0942
2912,97.1514
2910,97.1292
2908,97.2633
2906,97.2776
2904,97.4022
2902,97.2931
2900,97.5114
2898,97.5449
2896,97.5544
2894,97.5614
2892,97.7223
2890,97.4973
2888,97.7925
2886,97.8058
2884,97.8491
2882,97.8988
2880,97.8113
2878,97.8947
2876,98.0376
2874,98.0473
2872,98.0542
2870,97.8807
2868,98.1593
2866,98.2666
2864,98.2783
2862,98.2153
2860,98.0297
2858,98.3585
2856,98.2558
2854,97.997
2852,98.3729
2850,98.1747
2848,98.2237
2846,98.328
2844,98.5811
2842,98.4076
2840,98.5077
2838,98.7075
2836,98.7109
2834,98.5286
2832,98.5329
2830,98.4309
2828,98.5186
2826,98.6723
2824,98.6875
2822,98.6715
2820,98.7954
2818,98.6006
2816,98.7034
2814,98.8143
2812,98.8126
2810,98.8865
2808,98.8207
2806,98.7505
2804,98.8453
2802,98.6954
2800,98.6324
2798,98.9118
2796,98.8482
2794,98.9041
2792,98.6753
2790,98.8468
2788,98.8298
2786,98.809
2784,98.6527
2782,98.8933
2780,99.0511
2778,98.9987
2776,98.8902
2774,98.9695
2772,99.0709
2770,98.6572
2768,98.9817
2766,99.0697
2764,99.094
2762,99.2236
2760,99.1629
2758,99.0711
2756,99.0764
2754,99.1411
2752,98.9881
2750,99.054
2748,99.1733
2746,99.305
2744,99.0563
2742,99.0748
2740,99.1094
2738,99.2515
2736,99.0912
2734,99.2756
2732,98.9875
2730,99.0853
2728,99.0877
2726,99.2096
2724,99.2442
2722,98.9411
2720,99.0157
2718,99.1691
2716,99.0526
2714,98.9519
2712,99.2619
2710,99.1992
2708,99.2016
2706,99.0877
2704,99.2705
2702,99.1203
2700,99.2827
2698,99.0437
2696,99.0524
2694,99.1812
2692,99.074
2690,99.2408
2688,99.1924
2686,99.0518
2684,99.1725
2682,99.1228
2680,99.2759
2678,99.0911
2676,99.1153
2674,99.3142
2672,99.4383
2670,99.4102
2668,99.1786
2666,99.1978
2664,99.3561
2662,99.1576
2660,99.0558
2658,99.1873
2656,99.2278
2654,99.0743
2652,98.9765
2650,99.0018
2648,99.2541
2646,99.0833
2644,99.1573
2642,99.1997
2640,99.2484
2638,99.1338
2636,99.2337
2634,99.0668
2632,99.13
2630,99.0502
2628,99.3086
2626,99.1692
2624,99.0834
2622,99.1294
2620,99.1446
2618,99.2548
2616,98.9788
2614,99.0453
2612,99.1238
2610,99.4725
2608,99.2827
2606,99.154
2604,99.2522
2602,99.413
2600,99.1374
2598,99.1207
2596,99.3094
2594,99.2226
2592,99.2431
2590,99.1007
2588,99.3919
2586,99.3653
2584,99.2272
2582,99.2406
2580,98.9144
2578,99.2333
2576,99.1326
2574,99.2071
2572,99.236
2570,99.1123
2568,98.9495
2566,99.1956
2564,99.0615
2562,99.1099
2560,99.076
2558,99.1066
2556,98.8695
2554,99.2917
2552,99.1751
2550,99.2771
2548,99.3803
2546,99.1444
2544,98.9244
2542,99.0324
2540,98.9939
2538,99.0774
2536,99.1462
2534,98.8954
2532,99.1757
2530,98.9523
2528,99.1682
2526,99.1183
2524,99.0928
2522,99.1206
2520,99.0635
2518,99.0538
2516,98.9243
2514,99.1216
2512,99.3455
2510,99.3607
2508,99.2806
2506,99.2056
2504,99.0386
2502,99.2919
2500,99.1109
2498,99.1083
2496,99.0806
2494,99.1255
2492,99.0612
2490,99.1023
2488,98.9811
2486,99.0653
2484,99.3828
2482,99.0997
2480,99.0783
2478,99.1698
2476,99.1898
2474,98.9701
2472,99.0778
2470,99.2118
2468,99.1329
2466,99.1141
2464,99.2849
2462,99.016
2460,99.1062
2458,99.0328
2456,99.273
2454,98.8589
2452,99.0116
2450,99.0275
2448,99.1695
2446,99.1616
2444,99.2552
2442,98.8979
2440,99.1758
2438,99.0495
2436,99.0038
2434,99.1473
2432,98.9711
2430,98.8313
2428,99.0351
2426,98.8987
2424,98.9995
2422,99.121
2420,99.1128
2418,99.2648
2416,99.0494
2414,98.8883
2412,98.9805
2410,98.9599
2408,98.9231
2406,99.1205
2404,98.9898
2402,98.829
2400,99.1489
2398,99.0509
2396,99.1061
2394,99.0749
2392,99.1371
2390,99.0648
2388,99.2076
2386,99.1093
2384,99.1044
2382,99.1056
2380,98.8806
2378,99.0347
2376,99.0224
2374,99.0774
2372,98.8885
2370,99.2467
2368,99.0622
2366,98.9033
2364,98.8427
2362,99.0131
2360,99.0351
2358,98.9587
2356,99.0551
2354,98.9661
2352,99.1084
2350,98.9543
2348,99.0357
2346,99.1569
2344,99.3471
2342,98.9167
2340,98.981
2338,98.935
2336,99.129
2334,98.8962
2332,98.975
2330,99.0287
2328,98.9139
2326,98.9156
2324,98.9725
2322,98.7767
2320,98.8544
2318,98.9774
2316,99.0439
2314,99.003
2312,98.8116
2310,98.968
2308,99.1186
2306,99.0886
2304,99.0116
2302,98.9138
2300,99.0952
2298,98.9492
2296,98.8775
2294,98.9207
2292,99.19
2290,99.0418
2288,99.1537
2286,98.9563
2284,99.1256
2282,98.94
2280,98.9925
2278,99.309
2276,99.1019
2274,98.949
2272,98.9981
2270,99.0467
2268,99.1521
2266,98.9474
2264,98.7963
2262,98.971
2260,99.0057
2258,99.0162
2256,99.1604
2254,99.0396
2252,99.0985
2250,98.8681
2248,99.1036
2246,99.2503
2244,99.0908
2242,99.0278
2240,99.0151
2238,99.2104
2236,98.884
2234,98.9813
2232,99.0492
2230,99.0825
2228,98.9401
2226,99.0288
2224,98.9579
2222,99.0051
2220,98.9741
2218,98.8523
2216,98.9862
2214,99.0933
2212,98.8714
2210,98.9579
2208,99.066
2206,98.8572
2204,99.0069
2202,98.8571
2200,99.1199
2198,99.2607
2196,99.2252
2194,98.9557
2192,99.0702
2190,98.9954
2188,98.9925
2186,99.1654
2184,98.8208
2182,99.1052
2180,98.9722
2178,99.1465
2176,98.9994
2174,98.8957
2172,99.0091
2170,99.0637
2168,98.9791
2166,99.0329
2164,98.9112
2162,98.7172
2160,99.0808
2158,99.0562
2156,98.9896
2154,98.9795
2152,99.0952
2150,98.9155
2148,98.8851
2146,98.9468
2144,99.1117
2142,98.8021
2140,99.1111
2138,98.8909
2136,98.8351
2134,99.118
2132,98.9547
2130,98.8099
2128,98.9225
2126,99.0768
2124,99.1078
2122,98.9131
2120,99.0127
2118,99.0492
2116,98.8858
2114,99.0054
2112,98.9586
2110,98.8977
2108,98.9026
2106,98.9694
2104,98.9645
2102,98.8928
2100,98.9092
2098,99.0935
2096,98.9853
2094,99.0655
2092,99.1032
2090,99.0293
2088,99.2308
2086,98.859
2084,99.0548
2082,98.9193
2080,99.1799
2078,99.1609
2076,98.7221
2074,98.8401
2072,99.0358
2070,99.0506
2068,99.044
2066,98.9468
2064,99.0097
2062,99.0332
2060,98.9453
2058,99.0777
2056,98.683
2054,99.03
2052,98.8297
2050,99.0686
2048,98.9259
2046,98.8465
2044,98.9978
2042,98.8434
2040,98.8431
2038,98.7644
2036,98.9491
2034,99.0117
2032,99.0747
2030,98.9348
2028,99.0774
2026,98.9537
2024,98.9402
2022,99.0201
2020,99.0782
2018,98.9101
2016,98.9217
2014,98.9316
2012,98.9607
2010,98.8426
2008,99.0739
2006,98.9025
2004,99.0059
2002,98.8513
2000,98.9934
1998,98.9972
1996,98.8997
1994,99.1927
1992,98.9946
1990,99.1633
1988,99.0652
1986,98.8706
1984,98.9042
1982,99.0023
1980,98.9573
1978,98.9559
1976,98.9157
1974,98.733
1972,98.923
1970,98.6839
1968,98.9947
1966,98.863
1964,98.8643
1962,98.9239
1960,98.983
1958,98.7785
1956,98.7405
1954,98.8225
1952,98.7055
1950,98.8346
1948,99.1416
1946,98.824
1944,99.029
1942,98.7864
1940,98.987
1938,98.9128
1936,98.9441
1934,99.0197
1932,99.1623
1930,98.9751
1928,98.9668
1926,98.8352
1924,99.0222
1922,98.9228
1920,99.0523
1918,98.9474
1916,99.1617
1914,98.7151
1912,98.9176
1910,99.0592
1908,98.9115
1906,98.8587
1904,98.9221
1902,98.7886
1900,98.9687
1898,99.2475
1896,99.0923
1894,98.822
1892,98.8506
1890,98.9071
1888,99.0764
1886,98.8576
1884,98.8736
1882,99.0628
1880,99.0607
1878,98.9124
1876,98.8234
1874,98.7718
1872,98.8742
1870,98.6907
1868,99.0487
1866,98.8834
1864,99.0171
1862,99.1839
1860,99.1007
1858,98.8222
1856,99.0649
1854,99.0999
1852,98.8717
1850,98.8472
1848,98.9488
1846,98.77
1844,99.139
1842,98.6741
1840,98.8301
1838,98.9306
1836,98.9357
1834,98.9828
1832,98.9951
1830,98.9364
1828,99.0976
1826,98.7032
1824,98.9581
1822,98.8698
1820,98.9681
1818,98.9741
1816,98.8322
1814,98.8568
1812,99.0187
1810,98.9524
1808,98.8123
1806,99.1177
1804,99.1236
1802,98.638
1800,98.8088
1798,99.0233
1796,98.7545
1794,98.6116
1792,98.469
1790,98.3192
1788,98.2273
1786,98.0303
1784,98.0009
1782,97.6462
1780,97.3869
1778,97.0001
1776,96.7972
1774,96.304
1772,95.9425
1770,95.582
1768,94.9292
1766,94.3054
1764,93.5746
1762,92.7506
1760,91.8619
1758,90.8946
1756,89.9975
1754,88.6726
1752,87.7837
1750,86.3747
1748,84.9617
1746,83.6141
1744,82.1619
1742,80.7923
1740,79.1885
1738,77.8986
1736,76.1547
1734,74.4788
1732,73.1996
1730,71.6324
1728,70.5225
1726,69.3934
1724,68.1851
1722,66.906
1720,66.0671
1718,65.6101
1716,64.8301
1714,64.354
1712,64.2148
1710,64.2939
1708,64.2451
1706,64.3731
1704,64.8388
1702,65.4764
1700,66.0922
1698,66.948
1696,68.1236
1694,69.164
1692,70.5327
1690,71.8992
1688,73.5839
1686,74.6664
1684,76.2524
1682,77.7617
1680,79.3485
1678,80.9214
1676,82.2084
1674,83.5998
1672,84.8817
1670,86.2879
1668,87.7171
1666,88.8395
1664,89.8173
1662,90.9209
1660,91.9164
1658,92.8408
1656,93.499
1654,94.2545
1652,94.7082
1650,95.3614
1648,96.2023
1646,96.1941
1644,96.8094
1642,97.2189
1640,97.4445
1638,97.648
1636,97.9566
1634,98.1496
1632,98.2981
1630,98.2154
1628,98.5342
1626,98.5419
1624,98.6554
1622,98.8116
1620,98.913
1618,98.986
1616,98.8532
1614,99.0514
1612,99.1037
1610,99.1172
1608,99.1619
1606,98.9891
1604,98.9948
1602,99.1219
1600,98.8647
1598,99.0583
1596,98.9731
1594,98.9953
1592,98.8327
1590,98.9364
1588,99.0419
1586,99.1517
1584,99.1642
1582,99.0357
1580,99.0221
1578,98.9442
1576,99.0907
1574,99.0107
1572,99.1104
1570,99.2444
1568,99.026
1566,98.8447
1564,98.9145
1562,98.8347
1560,98.8564
1558,99.1451
1556,99.002
1554,98.7762
1552,99.0182
1550,99.0689
1548,98.8488
1546,98.7813
1544,98.7878
1542,98.8234
1540,98.8216
1538,98.8361
1536,98.7825
1534,98.7148
1532,98.6637
1530,98.4989
1528,98.146
1526,98.2144
1524,98.1579
1522,97.9534
1520,97.9765
1518,97.6797
1516,97.4553
1514,97.5705
1512,97.295
1510,97.0462
1508,96.9227
1506,96.7178
1504,96.3972
1502,95.815
1500,95.7707
1498,95.5279
1496,95.1854
1494,95.0391
1492,94.8625
1490,94.359
1488,93.9742
1486,94.044
1484,93.4357
1482,93.0322
1480,92.9022
1478,92.6236
1476,92.1945
1474,92.0905
1472,91.6661
1470,91.3573
1468,91.2497
1466,91.1
1464,90.7315
1462,90.6702
1460,90.4666
1458,90.69
1456,90.1664
1454,90.346
1452,90.1308
1450,90.1083
1448,90.226
1446,90.2917
1444,90.4102
1442,90.3996
1440,90.4171
1438,90.5795
1436,90.8845
1434,91.0952
1432,91.4163
1430,91.5406
1428,91.8763
1426,92.2044
1424,92.3277
1422,92.4251
1420,92.7649
1418,93.0423
1416,93.7173
1414,93.7369
1412,94.2976
1410,94.5281
1408,94.9666
1406,95.1775
1404,95.333
1402,95.5998
1400,95.9017
1398,96.1682
1396,96.3263
1394,96.6152
1392,97.0269
1390,96.8292
1388,97.2486
1386,97.277
1384,97.56
1382,97.7734
1380,97.7836
1378,97.9838
1376,97.7829
1374,98.1708
1372,98.0112
1370,98.1844
1368,98.1379
1366,97.7913
1364,97.9749
1362,98.0338
1360,98.1123
1358,97.8545
1356,97.72
1354,97.3624
1352,97.5193
1350,97.3521
1348,96.8975
1346,96.5971
1344,96.1288
1342,96.0986
1340,95.9566
1338,95.3287
1336,94.9759
1334,94.4437
1332,93.7892
1330,93.5731
1328,92.749
1326,92.3388
1324,91.8505
1322,91.3659
1320,90.7475
1318,90.1811
1316,89.4851
1314,88.8737
1312,88.5034
1310,87.8997
1308,87.3438
1306,86.8971
1304,86.5759
1302,86.0404
1300,85.7755
1298,85.4658
1296,85.462
1294,85.3226
1292,85.4049
1290,84.932
1288,85.0347
1286,85.2857
1284,85.2632
1282,85.4126
1280,85.865
1278,85.8679
1276,86.0529
1274,86.3449
1272,86.8758
1270,87.2186
1268,87.37
1266,87.7676
1264,88.292
1262,88.6227
1260,88.7781
1258,89.2018
1256,89.4317
1254,89.3442
1252,89.671
1250,89.8607
1248,89.7951
1246,89.6101
1244,89.7864
1242,89.817
1240,89.7787
1238,89.1488
1236,89.514
1234,88.8263
1232,88.8174
1230,88.5795
1228,88.2746
1226,87.9048
1224,87.4915
1222,87.4724
1220,87.1082
1218,86.726
1216,87.2475
1214,86.9226
1212,87.0402
1210,86.7551
1208,87.1431
1206,87.3209
1204,87.5398
1202,87.6317
1200,87.8259
1198,88.3354
1196,88.5242
1194,89.0557
1192,89.7754
1190,90.176
1188,90.825
1186,91.3935
1184,92.2053
1182,92.695
1180,93.0922
1178,93.7879
1176,94.0767
1174,94.6353
1172,95.2649
1170,95.4587
1168,95.9962
1166,96.262
1164,96.7936
1162,97.3028
1160,97.3127
1158,97.696
1156,97.7982
1154,97.9777
1152,98.1517
1150,98.6354
1148,98.8837
1146,98.7781
1144,98.7368
1142,98.9945
1140,98.9434
1138,99.1414
1136,99.1317
1134,99.173
1132,99.2475
1130,99.1339
1128,99.1785
1126,99.0396
1124,99.2087
1122,99.1035
1120,99.2669
1118,99.1775
1116,99.3112
1114,99.3587
1112,99.1383
1110,99.2146
1108,99.202
1106,99.4072
1104,99.5245
1102,99.4238
1100,99.2813
1098,99.5005
1096,99.1443
1094,99.5072
1092,99.2497
1090,98.996
1088,99.6488
1086,99.5211
1084,99.209
1082,99.3542
1080,99.3092
1078,99.3482
1076,99.1589
1074,99.2561
1072,99.3951
1070,99.3666
1068,99.4848
1066,99.3514
1064,99.6248
1062,99.2579
1060,99.3759
1058,99.1158
1056,99.1964
1054,99.5071
1052,99.2355
1050,99.4133
1048,99.3431
1046,99.2261
1044,99.3106
1042,99.2915
1040,99.2956
1038,99.4453
1036,99.4339
1034,99.287
1032,99.2479
1030,99.391
1028,99.3452
1026,99.4804
1024,99.6749
1022,99.4561
1020,99.3486
1018,99.3289
1016,99.242
1014,99.2295
1012,99.2089
1010,99.2699
1008,99.2502
1006,99.3701
1004,99.2065
1002,99.197
1000,99.0321
998,99.3229
996,99.1215
994,99.1962
992,98.9817
990,98.9508
988,98.6073
986,98.5654
984,98.6211
982,97.9399
980,97.99
978,97.7855
976,97.3358
974,97.0515
972,96.76
970,96.1472
968,95.8766
966,95.3006
964,94.8919
962,94.46
960,94.0791
958,93.6832
956,93.305
954,92.6834
952,92.7409
950,92.3198
948,91.9944
946,91.6422
944,91.5151
942,91.496
940,91.4469
938,91.2236
936,91.6201
934,92.0492
932,91.6839
930,92.3076
928,92.5519
926,92.8541
924,93.43
922,93.5328
920,94.1315
918,94.7322
916,94.9683
914,95.3748
912,95.8612
910,96.1949
908,96.8207
906,96.8729
904,97.4193
902,97.4553
900,97.9607
898,98.1047
896,98.0102
894,98.5124
892,98.5408
890,98.754
888,99.1141
886,98.8834
884,98.971
882,99.3459
880,99.2366
878,99.4563
876,99.3412
874,99.2204
872,99.3432
870,99.5204
868,99.4982
866,99.3926
864,99.4065
862,99.3928
860,99.34
858,99.6533
856,99.4186
854,99.2803
852,99.3627
850,99.5125
848,99.5032
846,99.408
844,99.3433
842,99.4294
840,99.2206
838,99.267
836,99.5268
834,99.3696
832,99.4755
830,99.58
828,99.5103
826,99.4332
824,99.6937
822,99.5139
820,99.3883
818,99.5228
816,99.4832
814,99.3277
812,99.4428
810,99.4138
808,99.192
806,99.4137
804,99.4005
802,99.3817
800,99.2333
798,99.3928
796,99.4321
794,99.4499
792,99.2976
790,99.5161
788,99.2885
786,99.4112
784,99.6001
782,99.3541
780,99.3768
778,99.5726
776,99.3931
774,99.4042
772,99.4684
770,99.5708
768,99.17
766,99.3399
764,99.3181
762,99.3089
760,99.3376
758,99.3398
756,99.4806
754,99.3343
752,99.4591
750,99.4936
748,99.3547
746,99.4608
744,99.6463
742,99.4848
740,99.3671
738,99.4377
736,99.3333
734,99.4794
732,99.5522
730,99.346
728,99.421
726,99.5834
724,99.3861
722,99.4703
720,99.3219
718,99.3472
716,99.3849
714,99.7091
712,99.399
710,99.3846
708,99.3808
706,99.4286
704,99.5273
702,99.4715
700,99.6958
698,99.4746
696,99.6228
694,99.4824
692,99.5219
690,99.2761
688,99.4342
686,99.4412
684,99.4204
682,99.1913
680,99.5554
678,99.4033
676,99.3972
674,99.4192
672,99.4225
670,99.4988
668,99.2974
666,99.3382
664,99.4849
662,99.4675
660,99.4048
658,99.3811
656,99.3499
654,99.443
652,99.5916
650,99.323
648,99.6327
646,99.5511
644,99.3955
642,99.5437
640,99.2738
638,99.2419
636,99.2948
634,99.4004
632,99.4104
630,99.3876
628,99.4612
626,99.193
624,99.5085
622,99.2787
620,99.3696
618,99.3992
616,99.3099
614,99.284
612,99.3277
610,99.4468
608,99.5189
606,99.5157
604,99.3285
602,99.3527
600,99.337
598,99.5013
596,99.2026
594,99.5955
592,99.3886
590,99.3525
588,99.4871
586,99.5701
584,99.4871
582,99.5721
580,99.4616
578,99.5928
576,99.5945
574,99.4329
572,99.6173
570,99.4641
568,99.4545
566,99.3332
564,99.4089
562,99.5366
560,99.2855
558,99.5207
556,99.4842
554,99.4754
552,99.177
550,99.4291
548,99.519
546,99.3493
544,99.4514
542,99.1549
540,99.5205
538,99.3601
536,99.5438
534,99.2177
532,99.5216
530,99.4097
528,99.5347
526,99.3263
524,99.3628
522,99.7058
520,99.3367
518,99.3512
516,99.4023
514,99.3124
512,99.5775
510,99.6413
508,99.3494
506,99.2263
504,99.5736
502,99.5656
500,99.5307
498,99.5705
496,99.3271
494,99.4106
492,99.2642
490,99.2597
488,99.5471
486,99.3483
484,99.702
482,99.4368
480,99.3506
478,99.5227
476,99.6426
474,99.4843
472,99.2794
470,99.4694
468,99.5895
466,99.3647
464,99.3305
462,99.5448
460,99.4391
458,99.2894
456,99.3756
454,99.3299
452,99.4556
450,99.4326
448,99.557
446,99.5035
444,99.2301
442,99.466
440,99.5242
438,99.4707
436,99.539
434,99.3488
432,99.3
430,99.5251
428,99.285
426,99.1531
424,99.5347
422,99.3241
420,99.3736
418,99.242
416,99.25
414,99.2696
412,99.3645
410,99.4515
408,99.1307
406,99.496
404,99.2632
402,99.2764
400,99.485
