wavenumber_cm-1,transmittance_percent
2856,93.8777
2854,94.0191
2852,94.0044
2850,94.399
2848,94.5888
2846,94.872
2844,95.0895
2842,95.4267
2840,95.5694
2838,95.9701
2836,96.1439
2834,96.3218
2832,96.5788
2830,96.7665
2828,97.1349
2826,97.2123
2824,97.4768
2822,97.5793
2820,97.6211
2818,98.0689
2816,97.9819
2814,98.327
2812,98.4207
2810,98.285
2808,98.4728
2806,98.6165
2804,98.6619
2802,98.6915
2800,98.9867
2798,98.9258
2796,99.0504
2794,98.9954
2792,99.1208
2790,99.0259
2788,99.1401
2786,99.2361
2784,99.1912
2782,99.1471
2780,99.0851
2778,99.2467
2776,99.277
2774,99.212
2772,99.1565
2770,99.3185
2768,99.5548
2766,99.2233
2764,99.302
2762,99.3082
2760,98.9558
2758,99.2791
2756,99.1795
2754,99.4303
2752,99.2333
2750,99.17
2748,99.2364
2746,99.2818
2744,99.1938
2742,99.2537
2740,99.0965
2738,99.231
2736,99.35
2734,99.4922
2732,99.3395
2730,99.2863
2728,99.3946
2726,99.3737
2724,99.4499
2722,99.379
2720,99.2338
2718,99.2778
2716,99.2671
2714,99.2807
2712,99.2673
2710,99.1482
2708,98.9885
2706,99.1591
2704,98.9954
2702,99.2455
2700,99.2368
2698,99.034
2696,99.3164
2694,99.3367
2692,99.243
2690,99.4304
2688,99.4537
2686,99.0832
2684,99.3512
2682,99.2785
2680,99.2746
2678,99.3353
2676,99.1357
2674,99.1498
2672,99.1205
2670,99.1279
2668,99.2055
2666,99.0419
2664,99.0894
2662,99.283
2660,99.204
2658,99.2573
2656,98.9834
2654,99.1149
2652,99.1411
2650,99.2105
2648,99.135
2646,99.3162
2644,99.196
2642,99.2039
2640,99.2023
2638,99.2844
2636,99.1417
2634,99.3317
2632,99.2511
2630,99.2132
2628,99.1985
2626,99.2547
2624,99.313
2622,99.3034
2620,99.2338
2618,99.2927
2616,99.2006
2614,99.3355
2612,99.1808
2610,98.9338
2608,99.3421
2606,99.1934
2604,99.0387
2602,99.1543
2600,99.0708
2598,99.4277
2596,99.2342
2594,98.9851
2592,99.2377
2590,99.1231
2588,99.3998
2586,99.0422
2584,98.8977
2582,99.1741
2580,99.1233
2578,99.1139
2576,98.9057
2574,99.2127
2572,99.3611
2570,98.9301
2568,99.2985
2566,99.0886
2564,99.4375
2562,99.2068
2560,99.1307
2558,99.2848
2556,99.2141
2554,99.0787
2552,99.2338
2550,99.0862
2548,98.9317
2546,99.3889
2544,99.102
2542,99.0697
2540,99.1823
2538,98.9533
2536,98.9769
2534,99.0782
2532,99.0747
2530,99.1445
2528,99.2694
2526,99.0767
2524,99.1916
2522,99.2035
2520,99.0001
2518,99.1564
2516,99.0147
2514,99.2544
2512,99.1802
2510,99.1264
2508,98.9626
2506,99.1361
2504,99.029
2502,99.2046
2500,99.1045
2498,99.0202
2496,99.2276
2494,99.202
2492,99.0431
2490,99.2526
2488,99.0763
2486,99.0739
2484,99.1247
2482,99.0184
2480,99.0546
2478,99.0873
2476,99.2891
2474,99.2843
2472,99.0722
2470,99.2954
2468,99.0958
2466,99.1456
2464,99.2049
2462,99.1328
2460,99.3865
2458,99.1248
2456,98.9508
2454,99.2501
2452,99.0429
2450,99.0548
2448,98.7312
2446,99.2093
2444,99.1863
2442,99.1829
2440,99.2034
2438,99.2878
2436,99.0783
2434,99.1953
2432,98.9925
2430,99.0382
2428,99.2065
2426,99.1255
2424,98.9176
2422,99.1199
2420,99.0536
2418,98.9762
2416,99.1256
2414,99.0239
2412,98.8829
2410,98.937
2408,99.2817
2406,98.8866
2404,99.0941
2402,99.1395
2400,99.142
2398,98.9173
2396,99.0247
2394,99.0792
2392,99.1574
2390,98.983
2388,98.9197
2386,99.1787
2384,99.19
2382,99.1008
2380,98.9824
2378,99.1033
2376,99.0666
2374,99.1531
2372,98.9017
2370,99.0646
2368,99.0306
2366,98.9156
2364,99.0737
2362,99.051
2360,98.9967
2358,99.0925
2356,98.8738
2354,99.0367
2352,99.094
2350,99.0753
2348,99.1695
2346,98.8953
2344,98.8576
2342,99.0663
2340,99.0913
2338,99.2902
2336,99.1089
2334,98.9291
2332,99.1299
2330,98.9308
2328,98.8531
2326,99.3436
2324,99.0687
2322,99.1145
2320,99.0955
2318,99.2445
2316,99.0603
2314,99.1714
2312,98.9012
2310,98.8566
2308,99.194
2306,99.1989
2304,99.0824
2302,99.0474
2300,99.0394
2298,98.936
2296,99.2024
2294,99.0961
2292,99.0769
2290,99.0605
2288,99.1403
2286,99.0744
2284,99.1024
2282,98.8719
2280,99.0726
2278,99.2731
2276,98.9476
2274,98.9936
2272,99.1154
2270,99.1224
2268,99.0817
2266,98.8119
2264,99.0655
2262,98.8625
2260,98.9049
2258,99.0689
2256,98.9669
2254,99.0988
2252,99.3787
2250,99.0934
2248,99.0862
2246,98.8913
2244,98.9209
2242,98.8697
2240,98.9328
2238,98.865
2236,98.9161
2234,98.9696
2232,98.8739
2230,98.823
2228,98.8292
2226,99.0464
2224,98.9984
2222,99.1137
2220,99.1153
2218,98.9485
2216,99.0691
2214,98.8152
2212,99.2614
2210,99.1303
2208,98.9604
2206,98.846
2204,99.0306
2202,98.7599
2200,98.8902
2198,99.073
2196,98.9916
2194,98.9231
2192,99.0955
2190,98.8562
2188,99.0144
2186,98.92
2184,98.8775
2182,99.0342
2180,98.8589
2178,99.2057
2176,98.9068
2174,99.2152
2172,98.8446
2170,99.0481
2168,98.8309
2166,98.8134
2164,98.993
2162,99.0546
2160,98.8199
2158,99.1144
2156,98.8761
2154,98.9871
2152,99.0164
2150,99.0417
2148,98.7542
2146,99.1637
2144,99.0364
2142,98.9175
2140,98.8452
2138,98.7644
2136,98.8038
2134,99.0322
2132,98.9254
2130,98.8302
2128,98.9023
2126,99.1528
2124,98.925
2122,98.8942
2120,99.126
2118,99.019
2116,98.9685
2114,98.8898
2112,98.7761
2110,98.8216
2108,98.904
2106,98.935
2104,99.0037
2102,99.0268
2100,98.987
2098,98.9864
2096,98.8387
2094,98.7007
2092,98.8965
2090,98.8442
2088,98.88
2086,98.9251
2084,98.8085
2082,98.8242
2080,98.9451
2078,98.9708
2076,98.8779
2074,99.0161
2072,98.9297
2070,98.8334
2068,98.9605
2066,99.1812
2064,98.8741
2062,99.0948
2060,99.1199
2058,99.1342
2056,98.8555
2054,99.1958
2052,98.9677
2050,98.9231
2048,98.9257
2046,99.0253
2044,98.9591
2042,98.9316
2040,99.1066
2038,98.8657
2036,98.8271
2034,99.0473
2032,99.0364
2030,99.0831
2028,98.823
2026,99.0813
2024,99.0093
2022,99.1628
2020,98.8014
2018,98.9773
2016,98.9177
2014,98.7601
2012,98.865
2010,99.0859
2008,98.8943
2006,98.8638
2004,99.0546
2002,99.069
2000,99.0687
1998,98.8555
1996,98.9432
1994,99.0738
1992,98.8714
1990,98.8602
1988,99.0494
1986,99.1375
1984,98.8118
1982,98.6383
1980,98.776
1978,98.8285
1976,98.9335
1974,99.0239
1972,98.9325
1970,98.866
1968,98.9685
1966,98.8347
1964,98.9445
1962,98.8732
1960,99.2719
1958,99.0483
1956,98.8502
1954,98.8308
1952,98.8979
1950,98.7532
1948,98.863
1946,98.8622
1944,99.0569
1942,98.8998
1940,98.8562
1938,98.7903
1936,98.8101
1934,98.9435
1932,98.9258
1930,99.0878
1928,98.8764
1926,99.0791
1924,98.983
1922,98.9518
1920,98.7115
1918,98.7978
1916,99.0418
1914,99.1207
1912,98.978
1910,99.0449
1908,98.9047
1906,98.9092
1904,98.8744
1902,99.0712
1900,98.9956
1898,98.9266
1896,98.9155
1894,99.0219
1892,98.9941
1890,98.8558
1888,99.1618
1886,98.987
1884,98.9577
1882,99.1339
1880,99.0798
1878,98.9467
1876,99.0218
1874,98.8294
1872,98.8812
1870,98.6872
1868,99.1052
1866,98.7312
1864,99.0411
1862,98.86
1860,98.8425
1858,98.9369
1856,98.9926
1854,99.0345
1852,99.174
1850,99.0048
1848,99.0678
1846,98.8906
1844,99.0485
1842,98.9816
1840,98.908
1838,98.9525
1836,98.9569
1834,98.9877
1832,99.0134
1830,98.9045
1828,98.8771
1826,99.0561
1824,98.7633
1822,98.8931
1820,99.1541
1818,98.6433
1816,98.8855
1814,99.0516
1812,98.7715
1810,99.2818
1808,98.6599
1806,99.1433
1804,99.1583
1802,99.0819
1800,98.9458
1798,99.0158
1796,98.8657
1794,99.071
1792,98.84
1790,98.9421
1788,99.095
1786,98.8423
1784,98.9328
1782,98.9968
1780,98.8166
1778,99.1179
1776,99.0196
1774,98.7974
1772,98.9742
1770,98.8873
1768,98.902
1766,98.9907
1764,98.8969
1762,99.0984
1760,98.8987
1758,99.1017
1756,98.9792
1754,99.0878
1752,98.9207
1750,98.9257
1748,98.8486
1746,99.0569
1744,99.1007
1742,99.2431
1740,99.1443
1738,99.02
1736,98.9654
1734,99.038
1732,98.9886
1730,99.1682
1728,99.1065
1726,98.8934
1724,98.9118
1722,99.159
1720,99.0324
1718,98.968
1716,99.1386
1714,98.9499
1712,98.963
1710,98.9412
1708,98.7608
1706,99.0994
1704,98.8496
1702,98.9251
1700,98.9021
1698,99.0759
1696,98.9769
1694,98.9823
1692,98.773
1690,98.9565
1688,98.7804
1686,98.9827
1684,98.9755
1682,98.9118
1680,99.1378
1678,98.9304
1676,98.9079
1674,98.8172
1672,98.7342
1670,98.8231
1668,98.781
1666,98.4251
1664,98.6301
1662,98.4765
1660,98.4294
1658,98.2564
1656,97.9238
1654,97.7905
1652,97.9932
1650,97.632
1648,97.2433
1646,97.2508
1644,96.9456
1642,96.5326
1640,96.2292
1638,96.0487
1636,95.9986
1634,95.675
1632,95.3576
1630,95.1228
1628,94.8588
1626,94.2326
1624,94.1501
1622,93.7948
1620,93.4641
1618,93.278
1616,93.0775
1614,92.8293
1612,92.4793
1610,92.415
1608,92.5633
1606,92.0747
1604,91.9119
1602,92.0951
1600,92.1168
1598,92.1196
1596,91.9837
1594,92.3266
1592,92.2346
1590,92.3462
1588,92.592
1586,92.8613
1584,93.1929
1582,93.4353
1580,93.6281
1578,94.0267
1576,94.2184
1574,94.6167
1572,94.6444
1570,94.9277
1568,95.5105
1566,95.5457
1564,95.9634
1562,96.2647
1560,96.4828
1558,96.7385
1556,97.1972
1554,96.9484
1552,97.5642
1550,97.9238
1548,97.8256
1546,97.9793
1544,98.2124
1542,98.474
1540,98.2274
1538,98.4831
1536,98.5408
1534,98.7098
1532,98.7312
1530,98.8515
1528,98.7737
1526,98.8748
1524,98.8267
1522,98.8598
1520,98.95
1518,98.973
1516,98.8688
1514,99.2141
1512,99.023
1510,98.8844
1508,99.192
1506,98.9778
1504,99.135
1502,99.0774
1500,99.114
1498,99.1082
1496,99.0219
1494,99.0986
1492,99.34
1490,98.8296
1488,99.1079
1486,99.1539
1484,98.977
1482,98.9402
1480,99.3651
1478,99.0628
1476,99.3581
1474,99.1741
1472,99.1201
1470,99.1693
1468,99.1895
1466,99.256
1464,99.1679
1462,99.1341
1460,99.139
1458,99.2812
1456,99.2182
1454,99.001
1452,99.0461
1450,99.1632
1448,99.0499
1446,99.0806
1444,99.0122
1442,99.0967
1440,99.1801
1438,99.2498
1436,99.1326
1434,99.3817
1432,99.1246
1430,99.5182
1428,99.2563
1426,99.1969
1424,99.0785
1422,98.8006
1420,99.1221
1418,99.1633
1416,99.3737
1414,98.9786
1412,99.3741
1410,99.1164
1408,99.2346
1406,98.8441
1404,99.1667
1402,99.1099
1400,99.2342
1398,99.1645
1396,99.0176
1394,99.2695
1392,99.2404
1390,99.2298
1388,99.2805
1386,99.2927
1384,99.1591
1382,99.0
1380,98.9979
1378,99.3272
1376,99.2517
1374,99.1799
1372,99.1167
1370,99.1738
1368,99.1742
1366,99.1319
1364,99.0897
1362,99.4344
1360,99.2033
1358,99.1044
1356,99.022
1354,99.0924
1352,99.267
1350,99.2728
1348,99.1568
1346,99.1904
1344,99.1488
1342,99.0537
1340,99.344
1338,99.2337
1336,99.4873
1334,99.1006
1332,99.176
1330,99.2997
1328,99.1655
1326,99.0296
1324,99.0834
1322,99.2106
1320,99.2409
1318,99.1895
1316,99.3225
1314,99.3224
1312,99.2432
1310,99.2089
1308,99.1765
1306,99.2741
1304,99.3196
1302,99.2177
1300,99.2656
1298,99.1739
1296,99.0446
1294,99.095
1292,99.3082
1290,99.2712
1288,99.4095
1286,99.2266
1284,99.3248
1282,99.381
1280,99.3427
1278,99.1516
1276,99.2036
1274,99.2425
1272,99.1097
1270,99.2861
1268,99.3532
1266,99.1737
1264,99.4692
1262,99.1986
1260,99.2102
1258,99.2069
1256,99.1514
1254,99.2873
1252,99.2403
1250,99.4379
1248,99.3118
1246,99.3037
1244,99.2126
1242,99.0692
1240,99.2276
1238,99.1352
1236,99.3499
1234,99.2298
1232,99.4304
1230,99.3148
1228,99.3219
1226,99.243
1224,99.2325
1222,99.2761
1220,99.2965
1218,99.0861
1216,99.213
1214,99.4475
1212,99.0971
1210,99.0475
1208,98.96
1206,98.8279
1204,99.096
1202,98.9042
1200,98.8672
1198,98.9768
1196,98.9692
1194,98.4612
1192,98.5797
1190,98.3976
1188,98.2228
1186,98.0653
1184,97.8172
1182,97.8
1180,97.4479
1178,97.154
1176,96.9727
1174,96.6112
1172,96.2079
1170,95.8079
1168,95.5609
1166,94.9572
1164,94.3945
1162,93.7742
1160,93.2698
1158,92.5813
1156,92.0788
1154,91.4185
1152,90.4276
1150,89.9279
1148,89.2237
1146,88.3565
1144,87.3865
1142,86.7952
1140,85.6826
1138,84.728
1136,83.8457
1134,83.0698
1132,82.2874
1130,81.4147
1128,80.4189
1126,79.3889
1124,78.6172
1122,77.7836
1120,77.1021
1118,76.1849
1116,75.7324
1114,75.1688
1112,74.5004
1110,74.0577
1108,73.4331
1106,72.9746
1104,72.7361
1102,72.6739
1100,72.4381
1098,72.0931
1096,72.176
1094,71.9218
1092,72.1116
1090,71.9917
1088,71.9113
1086,72.1143
1084,71.9946
1082,72.0531
1080,72.0727
1078,72.3579
1076,72.3952
1074,72.4589
1072,72.4758
1070,72.7441
1068,72.5584
1066,72.5538
1064,72.819
1062,72.8719
1060,72.7831
1058,72.5914
1056,72.8106
1054,73.0716
1052,73.1572
1050,73.5484
1048,73.462
1046,74.0358
1044,74.2772
1042,74.9831
1040,75.3636
1038,76.1218
1036,76.622
1034,77.3055
1032,78.1849
1030,79.1514
1028,80.062
1026,81.3356
1024,82.3949
1022,83.3351
1020,84.2611
1018,85.4577
1016,86.4695
1014,87.7892
1012,88.6893
1010,89.7121
1008,90.5653
1006,91.2836
1004,92.2911
1002,93.0517
1000,93.9732
998,94.6233
996,95.1383
994,95.7512
992,96.4916
990,96.6392
988,97.0427
986,97.4753
984,97.7236
982,98.0196
980,98.3613
978,98.6984
976,98.4405
974,98.7893
972,98.9112
970,98.9914
968,99.0574
966,99.1032
964,99.3168
962,99.1827
960,99.2572
958,99.2996
956,99.3341
954,99.3178
952,99.4717
950,99.3613
948,99.3916
946,99.371
944,99.262
942,99.2868
940,99.2636
938,99.4153
936,99.3086
934,99.2686
932,99.426
930,99.4617
928,99.1885
926,99.6035
924,99.4055
922,99.3899
920,99.5313
918,99.4124
916,99.3323
914,99.6688
912,99.2773
910,99.3952
908,99.5092
906,99.2799
904,99.3966
902,99.4559
900,99.6984
898,99.3037
896,99.4058
894,99.4912
892,99.4225
890,99.269
888,99.463
886,99.4275
884,99.4687
882,99.5516
880,99.538
878,99.4659
876,99.4549
874,99.2864
872,99.4026
870,99.4458
868,99.3718
866,99.4322
864,99.322
862,99.6057
860,99.6804
858,99.3759
856,99.4712
854,99.3956
852,99.5758
850,99.477
848,99.4346
846,99.399
844,99.4415
842,99.3068
840,99.5084
838,99.3421
836,99.4925
834,99.4443
832,99.5607
830,99.4277
828,99.553
826,99.32
824,99.5043
822,99.4047
820,99.4553
818,99.4411
816,99.5452
814,99.191
812,99.4725
810,99.2548
808,99.5794
806,99.1983
804,99.3149
802,99.2349
800,99.6329
798,99.2819
796,99.4506
794,99.373
792,99.2217
790,99.3976
788,99.518
786,99.4167
784,99.5521
782,99.3961
780,99.4406
778,99.394
776,99.4817
774,99.6687
772,99.4846
770,99.4648
768,99.3675
766,99.3514
764,99.618
762,99.3092
760,99.3333
758,99.4315
756,99.3923
754,99.6785
752,99.16
750,99.4876
748,99.53
746,99.3103
744,99.3676
742,99.4971
740,99.641
738,99.3352
736,99.2564
734,99.5628
732,99.6292
730,99.4063
728,99.1811
726,99.6211
724,99.4233
722,99.5821
720,99.4422
718,99.4025
716,99.3935
714,99.6247
712,99.6202
710,99.1917
708,99.336
706,99.6617
704,99.4045
702,99.2855
700,99.4494
698,99.436
696,99.4374
694,99.3916
692,99.4121
690,99.3946
688,99.4895
686,99.352
684,99.4148
682,99.4324
680,99.6064
678,99.4946
676,99.4366
674,99.5142
672,99.4986
670,99.5805
668,99.5107
666,99.6652
664,99.6113
662,99.4451
660,99.4003
658,99.5559
656,99.512
654,99.4386
652,99.2727
650,99.23
648,99.4917
646,99.5424
644,99.5462
642,99.2953
640,99.5742
638,99.3856
636,99.4962
634,99.4995
632,99.3532
630,99.3784
628,99.2005
626,99.3392
624,99.2328
622,99.5015
620,99.4563
618,99.5585
616,99.4914
614,99.3723
612,99.4899
610,99.4014
608,99.5212
606,99.4858
604,99.3292
602,99.4479
600,99.4541
598,99.4104
596,99.5545
594,99.6525
592,99.4026
590,99.4045
588,99.1766
586,99.4307
584,99.3936
582,99.1864
580,99.4801
578,99.5162
576,99.357
574,99.4001
572,99.3286
570,99.5358
568,99.262
566,99.4062
564,99.6777
562,99.4495
560,99.4991
558,99.4251
556,99.3015
554,99.4382
552,99.4906
550,99.3188
548,99.4822
546,99.5903
544,99.5689
542,99.2503
540,99.3229
538,99.2459
536,99.5678
534,99.5121
532,99.5229
530,99.3328
528,99.2978
526,99.4467
524,99.4492
522,99.3342
520,99.4534
518,99.5132
516,99.4629
514,99.3104
512,99.1812
510,99.4032
508,99.4536
506,99.4022
504,99.3816
502,99.3496
500,99.518
498,99.4254
496,99.446
494,99.3142
492,99.3559
490,99.4495
488,99.3087
486,99.2778
484,99.3889
482,99.5721
480,99.4504
478,99.6021
476,99.4107
474,99.3887
472,99.2584
470,99.3558
468,99.5966
466,99.4632
464,99.5113
462,99.5074
460,99.4211
458,99.3971
456,99.4355
454,99.5012
452,99.475
450,99.4785
448,99.4374
446,99.3259
444,99.3863
442,99.3042
440,99.5371
438,99.1637
436,99.3892
434,99.7012
432,99.3732
430,99.2773
428,99.4107
426,99.567
424,99.3924
422,99.4846
420,99.4224
418,99.365
416,99.7871
414,99.417
412,99.3433
410,99.3483
408,99.4521
406,99.4549
404,99.4977
402,99.4213
400,99.2319
